"ID",6.65,6.75,6.85,6.95,7.05,7.15,7.25,7.35,7.45,7.55,7.65,7.75,7.85,7.95,8.05,8.15,8.25,8.35,8.45,8.55,8.65,8.75,8.85,8.95,9.05,9.15,9.25,9.35,9.45,9.55,9.65,9.75,9.85,9.95,10.05,10.15,10.25,10.35,10.45,10.55,10.65,10.75,10.85,10.95,11.05,11.15,11.25,11.35,11.45,11.55,11.65,11.75,11.85,11.95,12.05,12.15,12.25,12.35,12.45,12.55,12.65,12.75,12.85,12.95,13.05,13.15,13.25,13.35,13.45,13.55,13.65,13.75,13.85,13.95,14.05,14.15,14.25,14.35,14.45,14.55,14.65,14.75,14.85,14.95,15.05,15.15,15.25,15.35,15.45,15.55,15.65,15.75,15.85,15.95,16.05,16.15,16.25,16.35,16.45,16.55,16.65,16.75,16.85,16.95,17.05,17.15,17.25,17.35,17.45,17.55,17.65,17.75,17.85,17.95,18.05,18.15,18.25,18.35,18.45,18.55,18.65,18.75,18.85,18.95,19.05,19.15,19.25,19.35,19.45,19.55,19.65,19.75,19.85,19.95,20.05,20.15,20.25,20.35,20.45,20.55,20.65,20.75,20.85,20.95,21.05,21.15,21.25,21.35,21.45,21.55,21.65,21.75,21.85,21.95,22.05,22.15,22.25,22.35,22.45,22.55,22.65,22.75,22.85,22.95,23.05,23.15,23.25,23.35,23.45,23.55,23.65,23.75,23.85,23.95,24.05,24.15,24.25,24.35,24.45,24.55,24.65,24.75,24.85,24.95,25.05,25.15,25.25,25.35,25.45,25.55,25.65,25.75,25.85,25.95,26.05,26.15,26.25,26.35,26.45,26.55,26.65,26.75,26.85,26.95,27.05,27.15,27.25,27.35,27.45,27.55,27.65,27.75,27.85,27.95,28.05,28.15,28.25,28.35,28.45,28.55,28.65,28.75
3009,0.020194,0.0,0.063935,0.096214,0.136913,0.157893,0.048657,0.040658,0.021703,0.009708,0.0,0.046505,0.117918,0.086114,0.021941,0.091403,0.083333,0.103324,0.043735,0.032556,0.037458,0.066065,0.019371,0.001689,0.024644,0.03637,0.0,0.005093,0.077385,0.173798,0.230485,0.118022,0.099232,0.115319,0.008509,0.0,0.041926,0.035487,0.097023,0.002476,0.068459,0.108376,0.339306,0.349667,0.261443,0.192272,0.118207,0.028074,0.019348,0.094139,0.195009,0.083333,0.098774,0.255021,0.57046,0.779331,0.974801,0.916667,0.945774,0.996296,0.916667,0.915004,0.802939,0.75,0.693254,0.753444,0.666667,0.67024,0.62199,0.479551,0.4467,0.464415,0.408138,0.232309,0.305621,0.292687,0.389022,0.257212,0.379396,0.531195,0.47448,0.32605,0.358125,0.411396,0.769028,0.72293,0.666667,0.625059,0.523277,0.612636,0.641231,0.512901,0.523237,0.449056,0.505652,0.533937,0.683542,0.726532,0.666667,0.543786,0.51656,0.513329,0.599843,0.49238,0.525626,0.521504,0.586222,0.562463,0.581261,0.70963,0.473025,0.314495,0.394598,0.56808,0.58754,0.400527,0.50145,0.60557,0.581661,0.352108,0.16845,0.337204,0.380992,0.490762,0.315355,0.236122,0.378191,0.287461,0.192075,0.271374,0.381819,0.220972,0.148823,0.107913,0.306731,0.277009,0.232075,0.445547,0.450251,0.380026,0.317352,0.254346,0.209046,0.19083,0.208263,0.195978,0.096652,0.120639,0.092213,0.152687,0.285856,0.152633,0.093033,0.214835,0.321972,0.263161,0.279343,0.25,0.296286,0.140518,0.083333,0.160187,0.321241,0.538034,0.566647,0.374638,0.277065,0.355774,0.347198,0.258087,0.122444,0.102931,0.180875,0.095512,0.065488,0.135509,0.110708,0.047134,0.069664,0.088628,0.024698,0.0,0.0,0.0,0.093653,0.083333,0.194284,0.223489,0.202343,0.140217,0.096371,0.122338,0.143536,0.098968,0.082126,0.179171,0.171727,0.272531,0.291966,0.164105,0.059238,0.0,0.027327,0.0,0.100303,0.142857,0.070212,0.082368,0.070409,0.084957,0.2,0.268454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.160944,0.0,0.0
3011,0.0,0.0,0.021474,0.007614,0.019509,0.044477,0.006821,0.083333,0.083333,0.015156,0.009992,0.022503,0.0,0.016404,0.024463,0.036935,0.005809,0.026315,0.082451,0.083333,0.083333,0.076577,0.0,0.0,0.0,0.098005,0.0,0.025708,0.029931,0.0,0.0,0.01815,0.032262,0.0,0.063571,0.087057,0.10223,0.144042,0.268319,0.072352,0.003688,0.0,0.0,0.039583,0.0,0.0,0.0,0.044759,0.001511,0.072077,0.0,0.00146,0.120377,0.215068,0.150395,0.268338,0.375437,0.555435,0.5,0.447954,0.500366,0.515804,0.405176,0.317006,0.295076,0.311535,0.270167,0.248551,0.28937,0.120816,0.157043,0.197346,0.230904,0.157898,0.129022,0.089137,0.052846,0.15742,0.199247,0.191131,0.352017,0.30345,0.25,0.178651,0.180293,0.272532,0.344952,0.226048,0.304178,0.315878,0.331242,0.342327,0.25,0.253363,0.444505,0.304266,0.332355,0.379639,0.320569,0.408775,0.437432,0.5,0.570428,0.620363,0.666667,0.649887,0.619937,0.666667,0.592392,0.518231,0.647327,0.75,0.75,0.660562,0.610983,0.73633,0.730836,0.58785,0.583333,0.494506,0.343052,0.367798,0.328484,0.276108,0.3539,0.316807,0.25,0.25,0.25,0.385861,0.442781,0.354395,0.29256,0.25,0.255647,0.209928,0.363573,0.416667,0.416667,0.340813,0.356426,0.360588,0.333333,0.333333,0.333333,0.333333,0.163662,0.083333,0.081613,0.166667,0.166667,0.260187,0.366988,0.271804,0.29963,0.25,0.171608,0.095141,0.166667,0.166667,0.166667,0.209136,0.183449,0.332293,0.234413,0.223756,0.357872,0.338249,0.492356,0.5,0.599474,0.662659,0.622387,0.583333,0.51148,0.5,0.46785,0.347724,0.25,0.229447,0.220659,0.189987,0.036642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036488,0.083333,0.15592,0.129566,0.090909,0.105735,0.151015,0.1,0.17384,0.177755,0.1949,0.125,0.142857,0.166667,0.089563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026121,0.5,0.5,0.5,0.5,0.5
3021,0.019717,0.090909,0.130722,0.06646,0.090909,0.014044,0.024192,0.0,0.0,0.0,0.0,0.029581,0.0,0.03052,0.0,0.039057,0.002701,0.0,0.0,0.0,0.035177,0.0,0.002996,0.044864,0.090909,0.035539,0.021288,0.015901,0.056079,0.025557,0.004039,0.0,0.044929,0.0,0.0,0.019934,0.089608,0.090909,0.042788,0.13053,0.119247,0.022701,0.023532,0.021525,0.015392,0.0,0.06139,0.108305,0.057633,0.057397,0.16463,0.096214,0.228139,0.549683,0.727273,0.849695,0.85916,0.870981,0.909091,0.917049,0.818182,0.690511,0.541697,0.626788,0.405659,0.363636,0.483751,0.545455,0.545455,0.632994,0.716648,0.591458,0.730325,0.477364,0.379163,0.460271,0.363636,0.337439,0.386985,0.304977,0.216097,0.160527,0.219127,0.103854,0.106242,0.172624,0.305202,0.366643,0.38754,0.374057,0.434747,0.478991,0.482813,0.632825,0.674832,0.471125,0.392029,0.405062,0.454545,0.454545,0.45073,0.583317,0.638756,0.709202,0.614517,0.423632,0.319985,0.281157,0.303963,0.390967,0.330794,0.32913,0.272727,0.26865,0.13548,0.181818,0.256269,0.280239,0.287771,0.173623,0.112168,0.215946,0.269131,0.238998,0.222754,0.272727,0.194115,0.285926,0.293773,0.272727,0.197392,0.192991,0.203261,0.17784,0.252621,0.312315,0.363636,0.291877,0.272727,0.361907,0.33834,0.272727,0.272727,0.226928,0.181818,0.165015,0.200128,0.272727,0.183423,0.193451,0.24403,0.356991,0.347944,0.411143,0.387019,0.300487,0.100709,0.0,0.0,0.019704,0.11986,0.271123,0.308704,0.353786,0.272727,0.19211,0.181818,0.181818,0.209124,0.439173,0.396439,0.433641,0.285851,0.327118,0.363636,0.254652,0.085882,0.0,0.045274,0.045842,0.0,0.0,0.0,0.0,0.075926,0.090909,0.087473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058522,0.1,0.149136,0.111111,0.025696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115214,0.064997,0.0,0.0,0.0,0.186147,0.545119,0.589686,0.5,0.5,0.193769,0.0
3024,0.0,0.042398,0.0,0.0,0.036387,0.083333,0.083333,0.002132,0.0,0.0,0.0,0.0,0.0,0.0,0.027727,0.079192,0.022674,0.0,0.034049,0.083333,0.083333,0.083333,0.083333,0.061428,0.034333,0.0,0.020204,0.119919,0.036882,0.0,0.0,0.0,0.138076,0.133183,0.02562,0.0,0.025604,0.143674,0.052824,0.005794,0.083333,0.015942,0.0,0.019521,0.004641,0.0,0.046308,0.019035,0.0,0.079771,0.083333,0.284609,0.548479,0.687546,0.891197,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.950512,0.916667,0.916667,0.916667,0.916667,0.916667,0.82084,0.666667,0.662035,0.624995,0.583333,0.583333,0.518285,0.561211,0.646884,0.75,0.75,0.673396,0.710363,0.660699,0.48788,0.425838,0.467785,0.454343,0.337743,0.416667,0.454972,0.445572,0.539664,0.521185,0.567174,0.447882,0.383794,0.298725,0.246188,0.109725,0.135799,0.305477,0.333333,0.324019,0.422618,0.389178,0.3931,0.343972,0.25,0.217437,0.155324,0.19672,0.0519,0.0,0.0,0.085106,0.296593,0.244102,0.259257,0.360947,0.408076,0.399206,0.131447,0.083333,0.150021,0.26037,0.399461,0.316451,0.297109,0.192125,0.032146,0.038486,0.018947,0.083333,0.049813,0.031782,0.058778,0.102664,0.125153,0.309271,0.363704,0.198225,0.10385,0.172794,0.25,0.25,0.270625,0.168507,0.152308,0.045729,0.040581,0.012174,0.035713,0.258854,0.38937,0.559407,0.544917,0.472204,0.276741,0.269789,0.333333,0.324255,0.273502,0.323968,0.431032,0.326336,0.296769,0.191995,0.143269,0.029981,0.0,0.052764,0.0,0.0,0.0,0.049956,0.083333,0.106595,0.1396,0.135891,0.16241,0.029801,0.181579,0.316171,0.048808,0.010938,0.083333,0.053074,0.014245,0.090909,0.117342,0.202142,0.1,0.095747,0.195373,0.061323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3028,0.347695,0.062329,0.058986,0.219298,0.070719,0.0,0.0,0.0,0.0,0.0,0.0,0.002258,0.064639,0.0,0.0,0.0,0.0,0.0,0.0,0.13751,0.160524,0.107112,0.0,0.0,0.0,0.077531,0.134413,0.238254,0.125,0.133482,0.224052,0.157931,0.008233,0.0,0.0,0.0,0.00201,0.130559,0.131417,0.048243,0.0,0.0,0.0,0.0,0.0,0.0,0.032486,0.0,0.0,0.0,0.039556,0.065805,0.032015,0.044444,0.129377,0.499788,0.610593,0.9391,1.0,1.0,0.910698,0.875,0.912427,0.908174,0.70749,0.625,0.625,0.753735,0.78115,0.75,0.63408,0.695857,0.757156,0.809386,0.664386,0.625,0.597059,0.32506,0.125,0.125,0.125,0.125,0.125,0.115423,0.378524,0.5,0.5,0.59901,0.625,0.625,0.403084,0.380705,0.568336,0.552754,0.560688,0.5,0.5,0.515497,0.30167,0.243573,0.125,0.096201,0.227052,0.25,0.326319,0.5,0.301855,0.25,0.229407,0.125,0.126906,0.25,0.307725,0.255997,0.25,0.361853,0.403559,0.375,0.437431,0.375,0.405434,0.36764,0.25,0.157014,0.363319,0.492143,0.375,0.375,0.345184,0.25,0.252003,0.237091,0.125,0.125,0.125,0.014768,0.0,0.0,0.106086,0.172774,0.268556,0.203365,0.126663,0.25,0.180969,0.125,0.125,0.177073,0.076621,0.046653,0.125,0.125,0.16926,0.25,0.42659,0.40591,0.340604,0.297118,0.165761,0.051483,0.065191,0.125,0.128149,0.280913,0.492468,0.844468,0.875,0.875,0.754657,0.636431,0.5,0.444035,0.302677,0.375,0.375,0.353681,0.125,0.125,0.03408,0.0,0.0,0.014066,0.125,0.242323,0.25,0.25,0.270961,0.299073,0.188997,0.172642,0.315288,0.375,0.257664,0.25,0.238271,0.25,0.142857,0.1111,0.0,0.034146,0.142857,0.142857,0.142857,0.142857,0.125235,0.0,0.0,0.0,0.0,0.0,0.08618,0.166667,0.166667,0.242486,0.446143,0.5,0.5,0.372996,0.307681,0.2,0.041284,0.0
3029,0.0,0.0,0.05987,0.028767,0.030864,0.0,0.0,0.025404,0.037678,0.015484,0.033162,0.048673,0.018823,0.030196,0.0,0.0,0.0,0.004198,0.026555,0.025289,0.006221,0.013233,0.053969,0.0,0.0,0.054066,0.0,0.0,0.0,0.063758,0.026586,0.0,0.0,0.059572,0.059534,0.025929,0.026828,0.0,0.023434,0.062506,0.206496,0.171663,0.119381,0.0,0.033763,0.062142,0.005822,0.0,0.070966,0.135637,0.043473,0.09824,0.246868,0.182207,0.304289,0.185574,0.324841,0.618567,0.707389,0.57464,0.771528,0.537038,0.593345,0.641035,0.591948,0.588915,0.519619,0.462241,0.402153,0.431984,0.314803,0.191879,0.347525,0.297847,0.329192,0.236889,0.150833,0.269191,0.133784,0.202374,0.298905,0.211807,0.329611,0.513468,0.61381,0.602897,0.580216,0.500031,0.545455,0.500211,0.461385,0.397305,0.141464,0.323143,0.363636,0.352535,0.299585,0.279501,0.361874,0.302554,0.250345,0.261711,0.204928,0.11007,0.090909,0.090909,0.090909,0.15786,0.411472,0.311787,0.320035,0.278048,0.120592,0.193217,0.062038,0.0,0.157346,0.286063,0.454545,0.466288,0.504232,0.32723,0.214645,0.16564,0.073854,0.051666,0.0,0.0,0.021506,0.053798,0.015025,0.095232,0.093981,0.17762,0.225785,0.107583,0.0,0.076152,0.052674,0.127034,0.155123,0.207253,0.179974,0.209233,0.272727,0.206585,0.188663,0.150907,0.016065,0.0,0.093249,0.065402,0.0,0.035349,0.007691,0.045996,0.090909,0.036044,0.027117,0.102368,0.03377,0.191415,0.302197,0.2136,0.155302,0.124187,0.137232,0.206094,0.380602,0.535551,0.348197,0.423889,0.252769,0.127688,0.327351,0.283246,0.202119,0.062318,0.180351,0.229984,0.180827,0.154218,0.054902,0.018111,0.0,0.038809,0.090909,0.131678,0.262295,0.355666,0.264014,0.260663,0.272727,0.216432,0.185108,0.288849,0.342701,0.352063,0.359344,0.320733,0.093073,0.007233,0.054668,0.001006,0.067439,0.125833,0.173776,0.019278,0.109156,0.0,0.087769,0.022631,0.0,0.0,0.102058,0.0,0.15325,0.149278,0.072589,0.182244,0.042944,0.0
3031,0.023429,0.046189,0.0,0.0,0.0,0.0,0.02868,0.12288,0.1508,0.075101,0.0,0.040267,0.0,0.0,0.085967,0.142038,0.069748,0.0,0.0,0.0,0.0,0.009608,0.08469,0.0,0.0,0.052795,0.085432,0.072028,0.015457,0.0,0.117939,0.069278,0.002558,0.090909,0.047518,0.0,0.008573,0.054063,0.053591,0.043492,0.026129,0.032384,0.0,0.0,0.003722,0.076126,0.140725,0.056412,0.044404,0.0,0.049126,0.042785,0.055013,0.113505,0.410347,0.727273,0.811944,0.949881,0.999387,0.888882,0.580142,0.424649,0.330245,0.306094,0.300381,0.484507,0.424591,0.374742,0.31223,0.247273,0.197215,0.241589,0.17752,0.398989,0.375006,0.302589,0.115338,0.185015,0.386764,0.353328,0.328791,0.313068,0.10642,0.092861,0.112528,0.232906,0.290005,0.430593,0.469927,0.550141,0.603861,0.549319,0.421516,0.201364,0.272727,0.24775,0.375707,0.352369,0.426245,0.454545,0.491056,0.560166,0.627644,0.421155,0.416858,0.347723,0.279268,0.273255,0.337084,0.272727,0.306078,0.272063,0.183806,0.227947,0.272727,0.28803,0.467326,0.464932,0.504616,0.49825,0.492126,0.506531,0.313033,0.413873,0.396947,0.357924,0.410503,0.236952,0.236043,0.340664,0.266281,0.280298,0.332932,0.313377,0.33625,0.386444,0.313467,0.272727,0.173758,0.066791,0.0,0.090232,0.226358,0.278899,0.103185,0.112525,0.27523,0.104796,0.128644,0.100609,0.090909,0.191893,0.341714,0.285856,0.157682,0.029028,0.0,0.059043,0.119765,0.139018,0.114172,0.18256,0.226404,0.190265,0.240924,0.169493,0.101598,0.330022,0.469924,0.454545,0.324119,0.294167,0.309573,0.23971,0.27174,0.15071,0.0,0.0,0.04125,0.090909,0.090909,0.007902,0.080694,0.088543,0.0,0.0,0.076745,0.144277,0.20227,0.235649,0.195531,0.003392,0.0,0.0,0.089785,0.090909,0.0,0.0,0.040903,0.1,0.074425,0.13133,0.151152,0.00146,0.0,0.0,0.0,0.0,0.0,0.105232,0.125,0.142857,0.220115,0.333333,0.173366,0.295843,0.166667,0.077107,0.0,0.0,0.0,0.0
3033,0.083333,0.040402,0.0,0.0,0.005199,0.0,0.0,0.006708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032774,0.085054,0.0,0.0,0.030032,0.0,0.041029,0.067949,0.040564,0.0,0.0,0.058847,0.0,0.0,0.028964,0.004402,0.026454,0.0,0.0,0.0,0.01558,0.019425,0.0,0.0,0.01314,0.035744,0.007444,0.028083,0.0,0.012648,0.0,0.09387,0.042435,0.0,0.034501,0.060241,0.146242,0.21053,0.200867,0.2886,0.583333,0.803171,0.916667,0.937157,0.893054,0.808613,0.643161,0.432984,0.354291,0.238675,0.430025,0.3201,0.286456,0.351314,0.295642,0.293463,0.649343,0.508184,0.548884,0.388441,0.174598,0.135346,0.246696,0.400205,0.513366,0.521983,0.493753,0.453765,0.532395,0.543139,0.46831,0.506382,0.26372,0.270948,0.199361,0.337544,0.395447,0.648959,0.874138,0.853185,0.785053,0.70652,0.733432,0.833333,0.767351,0.618804,0.594237,0.33905,0.415622,0.396608,0.449087,0.283853,0.229733,0.263747,0.376714,0.429361,0.416667,0.416082,0.407447,0.508992,0.509105,0.420823,0.434895,0.429632,0.405007,0.382877,0.321883,0.221383,0.233631,0.292038,0.392233,0.356868,0.272228,0.423872,0.377128,0.350884,0.342168,0.416667,0.365012,0.148461,0.231632,0.265617,0.333333,0.229948,0.365071,0.327707,0.201661,0.109814,0.131473,0.218233,0.25,0.263098,0.315581,0.335848,0.163749,0.126829,0.206259,0.130939,0.078162,0.145774,0.181659,0.313812,0.480324,0.3773,0.408112,0.431834,0.284954,0.370388,0.154619,0.141015,0.083333,0.083333,0.16983,0.191015,0.164814,0.164994,0.175582,0.223174,0.30515,0.445145,0.309603,0.132291,0.066054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072931,0.0,0.0,0.103603,0.2,0.2,0.066831,0.003667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3035,0.0,0.0,0.073759,0.0,0.060773,0.090925,0.020932,0.037131,0.111111,0.076752,0.049926,0.023199,0.103383,0.116983,0.038732,0.0,0.0,0.0,0.032902,0.017986,0.061927,0.035864,0.033474,0.079588,0.163373,0.245975,0.183774,0.009815,0.0,0.0,0.002649,0.111111,0.060999,0.086385,0.216351,0.108705,0.122159,0.192507,0.160315,0.196067,0.090352,0.111111,0.111111,0.111111,0.267757,0.316949,0.345458,0.302762,0.122057,0.118751,0.035563,0.14452,0.227915,0.339058,0.697404,0.889002,1.0,1.0,0.991807,0.920483,1.0,1.0,1.0,0.989221,0.908199,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.909454,0.7479,0.666667,0.666667,0.666667,0.666667,0.666667,0.628358,0.617351,0.845264,0.971956,0.888889,0.95768,0.880577,0.6851,0.777778,0.692802,0.698462,0.666667,0.606635,0.436175,0.182494,0.207542,0.007579,0.111944,0.118095,0.222222,0.269242,0.414858,0.384151,0.575742,0.666667,0.839952,0.678079,0.60464,0.223058,0.111111,0.191359,0.049684,0.168859,0.222222,0.248562,0.222222,0.17227,0.114001,0.393256,0.218998,0.155246,0.159606,0.382201,0.555556,0.555556,0.386206,0.154486,0.108277,0.146885,0.19174,0.084179,0.111111,0.089604,0.0,0.041637,0.111111,0.12826,0.223136,0.222222,0.25994,0.459644,0.476344,0.287237,0.190946,0.222222,0.147512,0.183907,0.149627,0.0,0.0,0.039372,0.111111,0.160902,0.245747,0.356507,0.306381,0.201759,0.275093,0.1469,0.07074,0.010426,0.0,0.0,0.0,0.090915,0.132452,0.221783,0.300614,0.41133,0.494621,0.284431,0.225678,0.111111,0.15671,0.072826,0.0,0.046599,0.04576,0.111111,0.041159,0.0,0.0,0.047649,0.111111,0.111111,0.107598,0.130958,0.180168,0.208431,0.153946,0.142054,0.218125,0.276798,0.235727,0.135067,0.136401,0.131958,0.195481,0.245512,0.039848,0.032065,0.183302,0.142857,0.152637,0.116067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260226,0.439217,0.0,0.0,0.0,0.0,0.084889,0.0
